0,0,0,0,0,0,0,0,0,0,0.210351475,0,1.108994957,0,0,0,0,0,0,0,0,0,0.550321348,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.631006183,0,0,0,0,0,0,0,0,0,1.609103105,0,0,0.607804743,0,0
0,0,0,0,0,0,0,0,0,0,0.225205785,0,0.315406161,0,0,0.414718782,0,0,0,0,0,0,1.347196319,0,0,0.535025171,0,0
0,0,0,0,0,0,0,0,0,0,0.240297941,0,0.732376279,0,0,0,0,0,0,0,0,0,0.51455339,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.498555504,0,1.815617847,0,0,0.622114543,0,0,0,0,0,0,0.52635154,0,0,0,0,0
0,0,0,0,0,0,0.05728241,0,0,0,0.428343192,0,0.52785645,0,0,0,0,0,0,0,0,0,1.481360505,0,0,0,0,0
0,0.362494448,0,0,0,0,0.454733341,0,0,0,0.323412214,0,0,0,0,0,0,0.217776087,0,0,0,0,1.010284716,0,0,0,0,0
0,0,0,0,0,0,0.16226976,0,0,0,0.106576599,0,0,0,0,0,0,0,0,0,0,0,1.043165756,0,0,0,0,0
0,0.701580845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815994498,0,0,0,0,0.479434923,0,0,0,0,0
0,0.294648453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963469295,0,0,0,0,2.563288443,0,0,0,0,0
0,1.031850004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.437173997,0,0.013017431,0,0.656704437,0.558703521,0,0,0,0,0,0.41877091,0,0,0,0.530295668,0,0,0,0,0,0,0,0,0,0
0,0,0.792047421,0,0,0,0,0.960056761,0,0,0,0,0,0,0,0,0,0.748522622,0,0,0,0,0.137831755,0,0,0,0,0
0,0,0.559155939,0,0.442878361,0,0,0,0,0,0.369248569,0,0,0,0,0,0,0.928896224,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.59228885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142642285,0,0,0,0,0
0,0.324678459,0,0,0,0,0,0,0.279107098,0,0,0,0,0,0,0,0,1.677384017,0,0,0,0,0,0,0,0,0,0
