0.361850385,0,0.423488789,0.010936551,0.187540377,0
0.3751327,0,0.415578339,0.010318787,0.181153162,0
0.383540296,0,0.450300279,0.005794861,0.14174787,0
0.393747665,0,0.442168184,0.006714,0.137522495,0
0.387089025,0,0.343695113,0.019167005,0.236265423,0
0.151023866,0,0.437125713,0.058089013,0.325762442,0
0,0,0.307241034,0.09577352,0.553285287,0
0,0,0.529501071,0.085642767,0.373323201,0
0,0,0.367492318,0.104274479,0.50988936,0
0.013929362,0,0.520410684,0.064587129,0.387611805,0
0,0.416677891,0.381715137,0.031635661,0.140558839,0
0,0.355372106,0.388180892,0.033878331,0.145946115,0.073040563
0,0.025306219,0.44696006,0.014837493,0.073604705,0.421826293
0,0,0.455199064,0.01370536,0.054553282,0.458580859
0,0.061540191,0.423811552,0.0149295,0.073643901,0.407154651
0,0.0563872,0.431662747,0.014558053,0.076144013,0.402373817
0,0.053986453,0.479869447,0.013699167,0.143363381,0.290355429
0,0.13371873,0.451956263,0.011434722,0.12751189,0.25933245
0,0.071463519,0.506075312,0.012372687,0.114157499,0.277500084
0,0.004323842,0.50306113,0.012838104,0.102558777,0.357442975
0,0.015520753,0.497903863,0.012443208,0.148024284,0.308908904
0,0.059137461,0.48568748,0.012879647,0.145542412,0.279282778
0,0,0.53366745,0.010969379,0.133998981,0.303512869
0,0,0.517747788,0.01526155,0,0.440396595
0,0,0.511116703,0.01433141,0.004594813,0.444791318
0,0,0.537072556,0.012985343,0.004497198,0.41783649
0,0,0.532087622,0.013696163,0.011186975,0.414230033
0,0.141297166,0.359406602,0.011716594,0.057152477,0.409373298
0,0.148599449,0.322668351,0.013830262,0.076874621,0.415133956
0,0.127349995,0.342571314,0.013827895,0.075648316,0.416804294
0,0.263075565,0.168787896,0.011168008,0.079280428,0.458531097
0,0,0.197821647,0.021047352,0.169092133,0.583268627
0,0.60939776,0,0.006872551,0,0.324762876
0.08978234,0.463862241,0,0.074585708,0,0
0,0.797455077,0,0.042694187,0,0
